ID,reviewer,content,date_time,rate
241,H Yoan Êcăm,"Mỗi lần chụp xong CMND là cứ kêu hình ảnh không đủ chất lượng, quá khó chịu",28-06-21 15:03,2
242,Nhân Sở Cao,thưởng đâu,02-09-21 12:34,5
243,Hiệp Lê,Quá tệ. Đăng ký tài khoản mãi không dc. Cứ bảo là chụp cccd k rõ nét. Nét như cái tivi vậy mà còn bảo k rõ nét. Rồi lúc quay khuôn mặt thì đang quay lại báo lỗi. T đến ạ luôn cái ngân hàng này,22-10-21 14:05,1
244,Tuan Tran,Ok,19-08-21 9:50,5
245,Phạm Trí Bảo,Ứng dụng cũng lời quá,31-10-21 16:43,5
246,Ngân Điểm,"Vô cùng tệ. Rất bực bội v/v xác thực OTP. Rõ ràng là đã đk xác thực OTP trên đúng thiết bị rồi mà cứ hiện là chưa đk, cứ bắt quét mã QR trên thiết bị đã đk OTP, thiết bị đang sd là thiết bị đk OTP đây rồi còn quét ở đâu nữa. Chưa thấy ứng dụng nào tào lao như thế, ko sd đc thì đừng có thiết kế ra, mất công tải về mà chẳng đc cái tích sự j hết. Phải có 0* là cho 0* luôn rồi, 1* cái nỗi j.",30-10-21 22:46,1
247,my ngoc,Tai và đăng ký xong rồi đâu có được tiền đâu ... toàn lừa đảo,22-04-21 13:08,1
248,Trân Trân,Quá tuyệt vời,19-11-21 7:20,5
249,Tấn Long Lê,"Sử dụng 1 tháng rồi tại sao lại k tương thích ạ , ai giải thích hộ e với. E cảm ơn ạ",15-07-21 1:16,1
250,Đoàn Quang Thông,Ứng dụng ức chế phiền phức không app ngân hàng nào như vậy mỗi lần gỡ app đi cài lại lại phải lên ngân hàng đăng ký digital. Cần loại bỏ tình trạng này 😡,15-08-21 9:37,1
251,thao tran,"Vừa mới tải về để đăng kí thẻ online. Lúc đăng kí thì k lỗi, đăng kí xong phát lỗi luôn, k vào được app. Về dùng VCB cho lành :))",13-12-21 20:54,1
252,Hoa Nguyen,Tuyệt vời,22-06-21 18:25,5
253,luu nguyen,Cái tổ cha mẹ chúng mày làm bố mày bực mình,09-03-21 15:46,1
254,Văn Kết Hà,Đăng ký khó. Đến đoạn chụp ảnh khuôn mặt giữ nguyên một khung đỏ không nhận diện được,11-10-21 14:28,2
255,26. Hoàng sỹ,app nó lỗi nặng cực kì. Đăng kí 5 lần mà không được. làm đủ các yêu cầu mà ko cho đăng kí. Lại bảo sai thông tin. yêu cầu admin xử lí lại.,04-11-21 20:39,1
256,Vlog Em,Tốt ạ,26-09-21 9:38,5
257,Minh Nguyễn,Rất tốt,30-08-21 20:55,5
258,tiên trương,App lỗi liên tục. Đang cần rút tiền gấp mà vào app cứ xoay vòng vòng. Càng cập nhật càng lỗi,15-09-21 20:53,1
259,Pham Minh Chien,Hoi cham,23-06-21 13:31,5
260,Thuong Luu,Đòi cung cấp quyền truy cập vào cuộc gọi của tôi để làm gì,02-04-21 11:50,3
261,Quyết Ngô,Ok đấy,26-08-21 21:20,5
262,Duy Trần,App dõm,26-08-21 11:02,1
263,Mạnh Tường Nguyễn,Khi quét hình giấy cmnd tôi làm lúc 15 tuổi. Bây h tôi 21 tuổi có thay đổi về kiêu tóc nên không đăng nhập đc. Hi vong app thay đổi dấu vân tay...,14-06-21 8:51,3
264,Mạnh Đinh,Ngon,16-11-21 21:07,5
265,11B3 Gia,Mong khắc phục lỗi vào app sớm ạ,02-11-21 19:40,1
266,Thai Luu,Tốt,15-12-21 2:02,5
267,Luan Nguyen,Nhà phát hành vui lòng ra bản cập nhật để ứng dụng đọc được CCCD gắn chíp Cảm ơn!,25-04-21 19:07,4
268,thanh Lý,Ok,14-06-21 11:06,4
269,#cuộc sống vạn năng•,Cực kỳ chậm iun..ngân hàng quân đội mà tạo ra cái app chậm thế. Làm mất hình tượng,30-07-21 19:44,1
270,HOA DO,OK,07-03-21 11:32,5
271,Văn Vũ,Úng dụng này dùng rất tốt.trong mọi tiền mặt❤️,20-11-21 18:13,5
272,Anh Phạm Hoàng Đức,Ứng dụng ngân hàng của Việt Nam mà phải Fake IP sang Mỹ mới xài được. Đùa với nhau à.,11-08-21 15:01,1
273,Nha Van,"MB Bank tiện lợi thanh toán trực tuyến ,tải app là có tiền",14-07-21 19:46,5
274,Trang Nguyễn,Đăng nhập k được đăng kí lại cũng chẳng xong,15-07-21 11:07,1
275,Huy Le,Mk gt bạn bè đag ký thành công bạn bè đk 30k. Mk thì không,24-08-21 0:19,1
276,Vinh Trần,Okeee,16-11-21 11:19,5
277,Thị Nhị Trần,Sao đưa mật khẩu mà đăng nhập hoài k được gì hết vậy . Cứ thông báo k hợp lệ hoài. Mà trong khi đó ₫ăng nhập giống như những gì đã gửi vậy mà nhập hoài chả được . Tức á😡😡,14-06-21 16:20,1
278,Hùng Đặng Văn,Đang trải nghiệm,05-11-21 15:28,5
279,Chuong 88,16/11 ai cũng bị lỗi.quá chán,16-11-21 17:10,2
280,Tran Son,App càng cập nhật càng tệ thế???,21-07-21 3:16,1
281,Thịnh Nguyễn,Quá tệ,24-09-21 21:52,1
282,Nguyễn Hoàng Anh,Sao toàn hiện thiết bị không tương thích với root là sao...điện thoại tao vừa mua root cái đjt mẹ màyy,12-12-21 12:36,1
283,Linh Linh,Tuyệt vời,04-10-21 0:48,5
284,Lamban Hay,Quá tiệt vời,17-08-21 15:42,4
285,Trung dung Huynh,Tốt,23-04-21 11:03,5
286,Long Trần,"Nâng cấp hệ thống thì nâng cấp vào ban đêm, không hiểu làm ăn kiểu gì mà đi nâng cấp ban ngày. Óc k thể tả",16-11-21 14:53,1
287,duc nguyen,Tiện ích rất hay,19-05-21 12:27,5
288,ngoclinh tran,Vào báo lỗi???,16-11-21 15:02,1
289,Ha Thu,app nhu cai j khong dang ky duoc vao toan bi loi cap nhap xong nhu cccc,14-07-21 15:08,1
290,van hien Nguyen,Cứ những lúc cần chuyển tiền thì lại đơ ko đăng nhập đc,15-04-21 9:05,1
291,Văn Chung,mơ,07-11-21 3:27,5
292,Lê Thành,Tuyệt vời,09-04-21 2:30,5
293,Kiên Nguyễn,Rất hài lòng,05-11-21 15:34,5
294,Thinh Vu,Ok,14-10-21 19:21,5
295,Ngọc Bảo,mb bảo mật tốt tuy hơi lâu nhưng rất ok 🥰,22-11-21 19:48,5
296,Minh Tuan Nguyen,Well,24-11-21 17:02,5
297,Thì thu thảo Phạm,Ok,11-12-21 13:18,5
298,Hoa Le,ok,22-11-21 15:16,5
299,Mung,"Không biết vì sao mà mình lấy cmnd ra đk lại bảo nhận diện khuôn mặt không phù hợp với lại mình lấy cccd ra đk cũng vậy, và trong khi mình chẳng dùng app chỉnh sửa hình ảnh gì cả,mong ad khắc phục lỗi này ạ.",05-09-21 16:07,1
300,Nga Tô,Mời r người ta làm vẫn k nhận được tiền,20-11-21 12:38,5
301,Duy Lưu,Ngân hàng cùi bắp đăng ký quài k dc ....................,28-10-21 16:32,1
302,Thang Nguyen,Ứng dụng quá tệ.,18-04-21 10:47,1
303,Nguyễn Ân,Giấy chứng minh chụp kiểu j cung ko dc ứng dung qua tệ,27-05-21 12:14,1
304,Tra Cá,Ứng dụng khó sử dụng cách thức lấy lại mật khẩu rườm rà không thích hợp ứng dụng quá chán,11-04-21 21:17,1
305,Le Xoan,OK,17-07-21 1:19,5
306,Hien Truong,Ok,27-04-21 11:16,5
307,Nguyệt Chu,Tốt,13-08-21 23:24,5
308,B A,Sinh trắc học chục lần vẫn báo lỗi,02-10-21 22:45,1
309,Trang quỳnh Võ,"App như gì, mở không lên",20-10-21 15:35,1
310,Thu Ngo Duc,Ok,19-10-21 21:24,1
311,Văn Hiệp Nguyễn,App được mà giới thiệu nhận tiền rồi bắn vào điện thoại đươc. Không hieeu sao mn bảo ko ủy tin. Bây lại ko xác thực Otp đc online chán,27-07-21 5:59,3
312,Dang Nguyen,"Cái App cùi bắp, chạy gì hơn 5 phút ko vào đc. Khách hàng nào có đủ tgian và kiên nhẫn để chờ đợi từng đó thời gian cho 1 lần đăng nhập",17-08-21 11:30,1
313,Toàn Bùi Chuyên,Bảo trì giờ hành chính. Quá ngu. Tẩy chay,16-11-21 13:32,1
314,nam vu,"Quá tệ, lỗi cả ngày làm chậm trễ công việc",16-11-21 16:25,1
315,Thu Lem,"Cứ báo đăng nhập không hợp lệ là sao, nhập đúng mật khẩu mà cứ kêu không hợp lệ",15-09-21 11:58,3
316,TÂN LONG TUBE,Bảo trì gì 1 ngày song vu nay cach đến già,16-11-21 14:22,1
317,3 - Vũ Trần Gia Bửu,"Mới đầu nhấn vào app thì bình thường, nhấn vào link giới thiệu load mãi ko xong",21-07-21 12:15,1
318,Kuba Hbkay,Tuyệt vời mb Bank,02-10-21 1:00,5
319,Dũng Lê,Quay tít cả lên đăng ký mỗi cái tk ko đc thì sao mak ng dùng đc hả chán cái app,25-10-21 22:26,1
320,Tien Kim,Nhân thưởng 500 vào tài khoản,10-04-21 8:45,5
321,Đô Nguyễn,Áp lỗi lên hỏi ngân hàng nặng nhẹ khó chụi vãi :)),16-11-21 15:02,1
322,sấu sấu sama,App l rác,20-10-21 15:50,1
323,Mai Hoàng,Rất Tiện ích,06-08-21 18:32,5
324,Văn Huynh Ok,toi ko the bao ung dug,24-08-21 9:43,5
325,Duyên Nguyễn,"ko so tài khoản thi biết nhập tài khoản ngân hàng the nao, de nghi xem lai",31-03-21 22:17,1
326,Lan Anh Phạm,Suốt ngày báo máy bị root vs virus ko dùng được bực mình thực sự! K hiểu kiểu j?,27-11-21 15:11,1
327,Công Quảng,Oppo f1s cài bị lỗi hoài,09-07-21 16:47,1
328,duong le,Rất hai long,17-08-21 10:21,5
329,Sang Lương Xuân,Sao phát hành thẻ cả tuần rồi trưa thấy giáo tới vậy ạk,12-12-21 23:52,5
330,Vũ Ngọc Hùng,Tốt❤❤❤❤😍😍😍😍😍,14-06-21 0:50,5
331,Trường Anh,Tuyệt vời luôn kk,02-09-21 19:15,5
332,Hai Thanh,Ok,11-06-21 11:29,5
333,anhvu pham,Trai nghiem,22-10-21 6:56,5
334,Sơn Lộc HD TV,Raathaif lòng,20-09-21 23:41,5
335,chinh le the,Quá tệ,23-10-21 12:34,1
336,Luu Huynhduc,Ôi cái app quá tệ tốt hơn các bạn ko nên dk tài khoản rồi tải app này hối hận 🤢🤢🤢🤢,30-09-21 10:03,1
337,Lượn Hoàng Thị,Tốt,12-10-21 13:47,4
338,Long Nguyễn văn,Rất hay,25-06-21 20:22,4
339,Hiếu Hà Huy,Good,18-09-21 8:18,4
340,cuộc sống thường ngày,Ứng dụng quá tệ,24-11-21 2:23,1
341,Huấn Lò,Mtm,25-06-21 13:13,1
342,Nam Trương,App bị lỗi hay sao mà vô ko đc,24-10-21 14:58,1
343,huong nguyen thanh,"Rất không hài lòng khi đến trụ sở giao dịch, thái độ phục vụ của nhân viên rất kém",10-11-21 17:00,1
344,Minh Quang van,"Tôi thấy mục nạp tiền có vẫn đề nap ko đc rổi bảo quay đi quay lại suôt qua mất thời gian,mà ko đc viêc mong app có hệ thống làm viêc một cách chuyên nghiệp để có kết quả tốt va sự hài long cua khách hàng .",13-03-21 9:32,3
345,Thái Bùi,Lỗi hệ thống không hiểu kiểu gì mà liên tục không đăng nhập được rất bực mình yêu cầu ngân hàng cần có động thái khắc phục để khách hàng không bị ức chế khi chọn lựa sử dụng dịch vụ ngân hàng của các bạn,16-11-21 14:38,2
346,quoc dat tran,Ok,01-07-21 15:13,5
347,Hen Pham,Chán,16-11-21 13:11,1
348,Anh Thiên,Bắt đóng phí phát hành thẻ k có thẻ thì là tk ảo đang ký đăng nhập thành công k bao giờ thấy đc nhận tiền Mong mb sớm khắc phục k để bị các thế lực ảo làm mất uy tín của Mb ạ,20-02-21 0:57,1
349,CHÚC BÌNH AN HẠNH PHÚC,"Tuyệt vời 💯. 🌟 Tuyển CTV bán APP MB Bank - Số lượng không giới hạn : 💥50K/App khi giới thiệu và KH cài đặt thành công trên App 💥Không cần thu thập hồ sơ, không cần biết nghiệp vụ 💥CV làm trên điện thoại, không cần ra ngoài đi thị trường Ngày làm 10 App => Có ngay 500K Ngày làm 20 App => Có ngay 1.000.000 Tuần làm 200 App => Có ngay 10.000.000 Tháng làm 800 App => Có ngay 40.000.000 Rất dễ mà nhàn - ai rảnh time đều có thể làm được. Ngoài ra, mỗi khách hàng mở app cũng sẽ nhận được 30k vào",02-07-21 20:08,5
350,nguyen vanchung,Ok,08-10-21 21:00,5
351,Luan Nguyen,Mới mở tk. Tạm ứng trc 5*,04-08-21 18:06,5
352,Phương Phương,App cùi bắp Hay bị lỗi Cứ phải gỡ ra cài đặt lại mới hết lỗi.,01-10-21 21:15,1
353,Le Nguyen le,lỗi cả ngày ko giao dịch dc,16-11-21 14:38,1
354,Nguyễn Đắc Tài,Ứng dụng quá chán hay bị đơ k vào được giao dịch chán thế 😞,12-04-21 13:52,1
355,Dương Vũ,Như đầu bòi :)),28-06-21 21:23,1
356,Viết Anh,Tốt,02-04-21 23:36,4
357,Bich Nguyen,Tốt,27-10-21 11:59,5
358,Sủi Sứt,"Mỗi một lần chuyển tiền mất khá nhiều thời gian , gửi mã otp đến để xác nhận giao dịch, nhưng đến khi vào tin nhắn để sao chép , thoát ra lại phải đăng nhập từ đầu .",02-07-21 22:53,1
359,Dinh Tran Thi,Tại sao tài khoản của tôi k nhận diện đuọc khuôn mặt và lại báo lỗi là sao ạ,11-11-21 8:32,1
360,Tổng Hợp Tik Tok,Tải về đăng ký rồi mà đợi cả tháng không có thẻ về,21-10-21 11:26,3
361,Thanh Le,Ứng dụng đã được cải thiện tốt hơn,05-05-21 15:23,4
362,Lê Minh Trạng,App như cặc,24-06-21 14:10,1
363,Hưng Phạm Đức,Trang đăng kí các dịch vụ sms banking quá tệ. Quá mất thời gian,16-07-21 12:19,1
364,Phụng Nguyễn Văn,Lừa đảo,08-04-21 17:10,1
365,Huu Thanh,Không thể vào được luôn,16-11-21 10:02,1
366,thảo vy nguyễn,Tuyệt vời,16-08-21 21:23,5
367,Diệu Nông,"App lỗi lắm luôn, đăng kí mãi không được, quay video mặt với giọng nói cứ báo lỗi, quay cả ngày giọng khán hết vẫn không được. Nói chung là tệ quá tệ",08-11-21 17:02,1
368,Đức Nguyễn,"App cực tệ. NH lớn của tập đoàn mà sao làm một cái app k ra sao cả. Xổ xuống mỗi cái thông tin tài khoản ở ngay màn hình chính đã đơ lag. Ứng dụng k đồng nhất font giữa các giao diện. Nội dung ck lỗi chính tả. Thông báo biến động nhận tiền thì xem mở rộng được. Thông báo biến động chuyển tiền thì không. Mục tiền gửi số ở ngoài màn hình thì thao tác được. Vào trong mục sản phẩm - tiền gửi số lại báo ra NH, bó tay, nchung giao diện hơi xấu và loằng ngoằng",19-05-21 17:55,1
369,Minh kiên Cửa hàng,ho so vay tien,03-10-21 10:48,5
370,Thông Nguyễn,Ứng dụng chuyển nhận tiền khá tốt,13-10-21 21:27,5
371,Vũ Quân,Tiền về hơi chậm,03-12-21 10:26,1
372,Cuong Tran,Vào kết nói lúc nào cũng khó không vào được cập nhật mới xong rồi cũng vậy khó vào quá,24-07-21 10:16,3
373,QUYẾT LẠI MẠNH,Cái app ngân hàng tệ nhất từng dùng. App không nhận pass. Đến khi ấn vào quên mật khẩu thì app cũng quá tệ trong việc xác minh. Gọi lên tổng đài thì bảo khuôn mặt khác với chứng minh thư. App quá kém. Khuôn mặt chụp lúc 17 tuổi và khuôn mặt lúc 30 tuổi sẽ khác nhau một chút mà cái app cũng không phân biệt nổi. Vậy mà còn làm. 1 sao.,17-04-21 21:27,1
374,Tai Huu,Ok,19-08-21 12:33,5
375,Mai Vi,App quá tệ Bên ngân hàng khác chuyển tiền qua báo thành công Còn bên này dell nhận dc tiền,16-11-21 15:17,1
376,Hữu Tặng,ứng dụng quá tệ chia sẻ đc một người dùng xong k đăng nhập đc luôn,08-06-21 12:57,1
377,PHEN THACH,Làm app tải xong rồi vô app ko được... Bấm vô cứ tự thoát ra...,11-10-21 11:33,1
378,Thủy Phạm,Chưa từng thấy cái ứng dụng nào nó tệ hại như thế này. Xanh lè 30 phút chưa vào được nữa!,19-07-21 8:40,1
379,Thảo Lại Phương,Sao lại sau khi bảo trì thì các tiết kiệm đều biến mất hết số lãi đã tích được trước đó. Yêu cầu sửa ngay. Đây là vấn đề không hề nhỏ. Đã mất tiền của khách hàng.,19-07-21 13:31,1
380,Phạm Văn Hoàng Official,Nhân viên hỗ trợ rqqts tốt,29-11-21 20:20,5
381,Vũ Nguyễn Văn,Ứng dụng rất tuyệt. Tuy nhiên thì cái phần báo biến động số dư ở ngoài màn hình thấy rất bất tiện. Người khác có thể xem được hết tài khoản của chủ sở hữu. Khi vào trong ứng dụng tắt đi thì phần số dư báo trước đó vẫn còn không thể ẩn hay xóa đi được nên cần phải cải tiến chỗ này,27-02-21 21:52,5
382,Trieuan Vo,Very good,24-03-21 10:49,4
383,Huế Hồng,Good,11-08-21 19:01,5
384,linh an,App lỗi ko vào để chuyển tiền đc :))))),16-11-21 15:17,1
385,Nguyễn Hiền,"T hối hận khi làm thẻ bày, mn không nên làm nhé, nên làm TECHCOMBANK là tốt nhấtttt. KHUYÊN THẬT Á, VÌ MB TRỪ TIỀN TẤT LINH TINH. LÚC ĐẦU NỐ GÌ MÀ K NHẤT PHÍ THƯỜNG NIÊN TRỪ TẬN MẤY TRĂM NGHÌN CẢ TIỀN LÀM THẺ NỮA🙂🙂🙂",30-11-21 10:43,1
386,Anh Việt,Ok,28-11-21 1:29,5
387,Đức Thịnh Channel,"dịch vụ chăm sóc khách hàng quá tệ ,nt hỏi từ page ,gmail đến trong app mà không có phản hồi",18-10-21 10:39,1
388,Trung Kiên Nguyễn,"App ngân hàng mà đòi cấp quyền danh bạ,ảnh,vị trí...của người dùng.đúng hài 🤣🤣🤣",13-11-21 8:01,2
389,binh haong,mong nha hao tam sua lai cai ung dung nay qua te boi vi co khi nhap duoc roi tro lai lai bao nhap tiep,28-05-21 13:22,2
390,Trongvi Nguyen,Ok,15-09-21 21:38,5
391,Dung Vo Tien,App gì mà vào ko đc! Quá tệ,20-07-21 9:04,1
392,潘宣泰,"Yêu cầu khắc phục sự cố xem thông tin thẻ, mình lười làm thẻ vật lý cầm bất tiện mà nó lỗi hoài gửi tiền vào r mà vẫn k cho coi lỗi, lỗi , rồi lại lỗi bh ms khắc phục đc :))",10-12-21 10:35,4
393,Hoạt Đỗ,Có ai gặp tình trạng không thể tạo tài khoản online khg ạ!,02-06-21 19:21,1
394,Thanh Tâm Nguyễn,Tốt 👍👍👍👍👍,12-06-21 3:41,5
395,Hoang Do,"tôi cũng thấy ngân hàng MB, ít loat dược ,thường xuyên bị lỗi ứng dụng chuyển tiên ko tốn phí trọn đời luôn",29-05-21 6:17,4
396,Đình Đông Trần,"Sau khi tách Viettel với MB thì hình như Dev giỏi làm việc cho Viettel còn mấy đứa ngáo ngáo làm cho Mb hay sao ấy. Các App ngân hàng khác mượt bao nhiêu thì app này tệ bấy nhiêu. Cái logo vào app nhìn cũng hàng mã vl, máy chưa root thì kêu root rồi.. login lúc được lúc không. mạng thì mạnh mà bấm vào cứ xoay xoay mãi ko chịu cho vào chỗ login. Đuổi cổ mấy thằng Dev hiện tại đi. Thiếu gì người giỏi, gia nhập vào cuộc CM 4.0 mà đưa theo mấy đứa này thì chỉ đi lùi thôi.",27-05-21 6:30,1
397,Tuấn 6/1 Nguyễn,ĐK TK XONG VÀO ĐĂNG NHẬP THÌ KHÔNG ĐƯỢC vào quên mật khẩu thì cũng ko dc luôn app như cc,19-02-21 13:12,1
398,Hoc Nguyen,App như l vậy Nhập đúng tên đăng nhập mà cứ báo sai Không giống các app khác Thà để tên đăng nhập là số điện thoại hay gmail v.v... Đell hiểu thằng tạo app ăn cái dell j mà ngu vl Đợi t lên đại học t làm lại cái hệ thống cho,16-04-21 21:11,1
